batch_id,part_name,alloy_grade,mold_id,shift,cycle_number,production_order,furnace_id,molding_machine_id,pouring_station_id,period,target_temperature,target_pour_time,mold_made_at,pour_time,inspection_time,production_date
BATCH-20260425-6904,Transmission_Housing_v2,FG300,MOLD-6904,C,1739,PO-20260425-6904,FURNACE_1,MOLDING_LINE_2,LADLE_1,normal,1414.1239830939542,2026-04-25 14:15:23,2026-04-25 01:26:23,2026-04-25 14:15:23,2026-04-25 17:15:23,2026-04-25
BATCH-20260425-6905,Intake_Manifold_v2,FG250,MOLD-6905,B,96,PO-20260425-6905,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1408.7337154907946,2026-04-26 04:26:01,2026-04-25 12:51:01,2026-04-26 04:26:01,2026-04-26 10:26:01,2026-04-25
BATCH-20260425-6906,Transmission_Housing_v1,C45,MOLD-6906,A,796,PO-20260425-6906,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1475.3976834860334,2026-04-26 05:17:13,2026-04-26 00:05:13,2026-04-26 05:17:13,2026-04-26 08:17:13,2026-04-25
BATCH-20260425-6907,Cylinder_Block_v2,A356,MOLD-6907,C,1651,PO-20260425-6907,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1383.983843568966,2026-04-25 16:17:50,2026-04-24 16:59:50,2026-04-25 16:17:50,2026-04-26 05:17:50,2026-04-25
BATCH-20260425-6908,Engine_Bracket_v2,6061,MOLD-6908,B,3502,PO-20260425-6908,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1375.1416075405784,2026-04-25 11:09:51,2026-04-25 03:13:51,2026-04-25 11:09:51,2026-04-26 01:09:51,2026-04-25
BATCH-20260425-6909,Cylinder_Block_v1,FG260,MOLD-6909,C,6473,PO-20260425-6909,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1393.224329519337,2026-04-25 20:25:01,2026-04-24 22:04:01,2026-04-25 20:25:01,2026-04-26 01:25:01,2026-04-25
BATCH-20260425-6910,Transmission_Housing_v1,FG300,MOLD-6910,B,2903,PO-20260425-6910,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1380.5354150477253,2026-04-25 15:34:05,2026-04-24 17:50:05,2026-04-25 15:34:05,2026-04-26 05:34:05,2026-04-25
BATCH-20260425-6911,Wheel_Hub_v1,A380,MOLD-6911,C,6735,PO-20260425-6911,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1359.3697375092763,2026-04-25 18:01:07,2026-04-24 21:44:07,2026-04-25 18:01:07,2026-04-25 21:01:07,2026-04-25
BATCH-20260425-6912,Cylinder_Block_v1,C45,MOLD-6912,A,236,PO-20260425-6912,FURNACE_3,MOLDING_LINE_1,LADLE_2,normal,1448.1902817030289,2026-04-26 03:53:28,2026-04-25 21:03:28,2026-04-26 03:53:28,2026-04-26 13:53:28,2026-04-25
BATCH-20260425-6913,Suspension_Arm_v2,6061,MOLD-6913,C,4250,PO-20260425-6913,FURNACE_1,MOLDING_LINE_2,LADLE_2,normal,1370.2189641059697,2026-04-25 09:48:01,2026-04-24 10:55:01,2026-04-25 09:48:01,2026-04-26 00:48:01,2026-04-25
BATCH-20260425-6914,Brake_Drum_v1,FG300,MOLD-6914,A,6073,PO-20260425-6914,FURNACE_3,MOLDING_LINE_2,LADLE_2,normal,1430.009480055669,2026-04-25 19:19:51,2026-04-24 17:59:51,2026-04-25 19:19:51,2026-04-26 03:19:51,2026-04-25
BATCH-20260425-6915,Engine_Bracket_v1,A356,MOLD-6915,B,2752,PO-20260425-6915,FURNACE_2,MOLDING_LINE_1,LADLE_2,normal,1394.6187261097862,2026-04-25 17:00:55,2026-04-25 04:17:55,2026-04-25 17:00:55,2026-04-26 00:00:55,2026-04-25
BATCH-20260425-6916,Cylinder_Block_v3,ADI_1,MOLD-6916,A,7869,PO-20260425-6916,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1467.0111002451868,2026-04-26 04:57:44,2026-04-25 07:50:44,2026-04-26 04:57:44,2026-04-26 14:57:44,2026-04-25
BATCH-20260425-6917,Transmission_Housing_v1,ADI_2,MOLD-6917,B,2160,PO-20260425-6917,FURNACE_2,MOLDING_LINE_1,LADLE_2,normal,1429.9611871200186,2026-04-25 13:50:15,2026-04-24 13:35:15,2026-04-25 13:50:15,2026-04-25 23:50:15,2026-04-25
BATCH-20260425-6918,Transmission_Housing_v2,C45,MOLD-6918,A,7558,PO-20260425-6918,FURNACE_1,MOLDING_LINE_1,LADLE_1,normal,1435.8817589721282,2026-04-25 09:15:15,2026-04-24 13:16:15,2026-04-25 09:15:15,2026-04-25 22:15:15,2026-04-25
BATCH-20260425-6919,Transmission_Housing_v1,A356,MOLD-6919,B,551,PO-20260425-6919,FURNACE_2,MOLDING_LINE_2,LADLE_2,normal,1389.714186344689,2026-04-25 20:40:49,2026-04-25 11:31:49,2026-04-25 20:40:49,2026-04-25 22:40:49,2026-04-25
BATCH-20260425-6920,Intake_Manifold_v1,A380,MOLD-6920,B,4694,PO-20260425-6920,FURNACE_1,MOLDING_LINE_1,LADLE_2,normal,1372.5444947129133,2026-04-25 13:28:25,2026-04-24 14:28:25,2026-04-25 13:28:25,2026-04-25 23:28:25,2026-04-25
BATCH-20260425-6921,Suspension_Arm_v1,FG250,MOLD-6921,C,1789,PO-20260425-6921,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1388.486635050636,2026-04-26 04:09:56,2026-04-25 19:11:56,2026-04-26 04:09:56,2026-04-26 09:09:56,2026-04-25
BATCH-20260425-6922,Suspension_Arm_v1,A380,MOLD-6922,A,2844,PO-20260425-6922,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1388.939437326518,2026-04-26 04:53:12,2026-04-25 22:05:12,2026-04-26 04:53:12,2026-04-26 08:53:12,2026-04-25
BATCH-20260425-6923,Intake_Manifold_v1,FG300,MOLD-6923,A,718,PO-20260425-6923,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1415.5091379963565,2026-04-25 11:02:20,2026-04-25 03:04:20,2026-04-25 11:02:20,2026-04-25 17:02:20,2026-04-25
BATCH-20260425-6924,Cylinder_Block_v1,ADI_1,MOLD-6924,B,5975,PO-20260425-6924,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1471.2515841948716,2026-04-25 15:08:00,2026-04-25 04:54:00,2026-04-25 15:08:00,2026-04-26 00:08:00,2026-04-25
BATCH-20260425-6925,Transmission_Housing_v2,ADI_1,MOLD-6925,B,2185,PO-20260425-6925,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1477.3501342472794,2026-04-26 03:07:41,2026-04-25 19:29:41,2026-04-26 03:07:41,2026-04-26 10:07:41,2026-04-25
BATCH-20260425-6926,Suspension_Arm_v2,C25,MOLD-6926,B,1330,PO-20260425-6926,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1445.9248345899487,2026-04-26 01:51:06,2026-04-25 17:57:06,2026-04-26 01:51:06,2026-04-26 04:51:06,2026-04-25
BATCH-20260425-6927,Brake_Drum_v1,C45,MOLD-6927,A,5452,PO-20260425-6927,FURNACE_2,MOLDING_LINE_1,LADLE_2,normal,1461.4197699407418,2026-04-26 02:10:39,2026-04-25 12:30:39,2026-04-26 02:10:39,2026-04-26 09:10:39,2026-04-25
BATCH-20260425-6928,Suspension_Arm_v1,ADI_2,MOLD-6928,A,435,PO-20260425-6928,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1469.7598023610237,2026-04-25 20:35:17,2026-04-24 21:49:17,2026-04-25 20:35:17,2026-04-26 00:35:17,2026-04-25
BATCH-20260425-6929,Cylinder_Block_v2,FG300,MOLD-6929,C,4014,PO-20260425-6929,FURNACE_1,MOLDING_LINE_1,LADLE_1,normal,1446.1929218255138,2026-04-25 15:30:25,2026-04-24 15:10:25,2026-04-25 15:30:25,2026-04-25 18:30:25,2026-04-25
BATCH-20260425-6930,Suspension_Arm_v2,C25,MOLD-6930,C,4182,PO-20260425-6930,FURNACE_3,MOLDING_LINE_2,LADLE_1,normal,1448.5636105981098,2026-04-25 08:20:19,2026-04-24 18:13:19,2026-04-25 08:20:19,2026-04-25 21:20:19,2026-04-25
BATCH-20260425-6931,Suspension_Arm_v1,FG250,MOLD-6931,A,3958,PO-20260425-6931,FURNACE_1,MOLDING_LINE_2,LADLE_1,normal,1419.5571151337058,2026-04-25 08:32:40,2026-04-24 16:47:40,2026-04-25 08:32:40,2026-04-25 21:32:40,2026-04-25
BATCH-20260425-6932,Exhaust_Manifold_v1,FG260,MOLD-6932,B,536,PO-20260425-6932,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1416.0116339189692,2026-04-25 09:25:42,2026-04-24 08:02:42,2026-04-25 09:25:42,2026-04-25 21:25:42,2026-04-25
BATCH-20260425-6933,Engine_Bracket_v1,6061,MOLD-6933,B,3297,PO-20260425-6933,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1353.3150049619749,2026-04-25 08:37:08,2026-04-24 13:53:08,2026-04-25 08:37:08,2026-04-25 19:37:08,2026-04-25
BATCH-20260425-6934,Wheel_Hub_v1,C25,MOLD-6934,C,6564,PO-20260425-6934,FURNACE_3,MOLDING_LINE_3,LADLE_2,normal,1467.17897145371,2026-04-25 21:04:27,2026-04-25 15:00:27,2026-04-25 21:04:27,2026-04-26 07:04:27,2026-04-25
BATCH-20260425-6935,Cylinder_Block_v2,ADI_2,MOLD-6935,C,2901,PO-20260425-6935,FURNACE_3,MOLDING_LINE_3,LADLE_2,normal,1437.4850424463323,2026-04-25 18:27:41,2026-04-25 05:21:41,2026-04-25 18:27:41,2026-04-26 01:27:41,2026-04-25
BATCH-20260425-6936,Transmission_Housing_v2,A356,MOLD-6936,A,4043,PO-20260425-6936,FURNACE_1,MOLDING_LINE_2,LADLE_2,normal,1394.2242131298447,2026-04-25 15:46:17,2026-04-24 18:05:17,2026-04-25 15:46:17,2026-04-26 04:46:17,2026-04-25
BATCH-20260425-6937,Wheel_Hub_v1,A356,MOLD-6937,A,6798,PO-20260425-6937,FURNACE_2,MOLDING_LINE_2,LADLE_1,normal,1384.7604194529997,2026-04-25 22:07:44,2026-04-25 04:07:44,2026-04-25 22:07:44,2026-04-26 01:07:44,2026-04-25
BATCH-20260425-6938,Brake_Drum_v2,A380,MOLD-6938,C,196,PO-20260425-6938,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1375.870683182111,2026-04-26 02:18:37,2026-04-25 15:37:37,2026-04-26 02:18:37,2026-04-26 05:18:37,2026-04-25
BATCH-20260425-6939,Wheel_Hub_v1,A380,MOLD-6939,C,520,PO-20260425-6939,FURNACE_3,MOLDING_LINE_3,LADLE_2,normal,1395.931896747959,2026-04-25 21:24:51,2026-04-25 10:13:51,2026-04-25 21:24:51,2026-04-26 07:24:51,2026-04-25
BATCH-20260425-6940,Steering_Knuckle_v1,C25,MOLD-6940,A,6692,PO-20260425-6940,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1438.164018322488,2026-04-25 07:55:49,2026-04-24 17:02:49,2026-04-25 07:55:49,2026-04-25 15:55:49,2026-04-25
BATCH-20260425-6941,Intake_Manifold_v1,C25,MOLD-6941,C,2719,PO-20260425-6941,FURNACE_3,MOLDING_LINE_2,LADLE_1,normal,1474.663469798765,2026-04-25 18:19:53,2026-04-25 08:03:53,2026-04-25 18:19:53,2026-04-26 05:19:53,2026-04-25
BATCH-20260425-6942,Intake_Manifold_v1,6061,MOLD-6942,A,1507,PO-20260425-6942,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1355.8707186977376,2026-04-25 11:52:28,2026-04-24 19:56:28,2026-04-25 11:52:28,2026-04-25 19:52:28,2026-04-25
BATCH-20260425-6943,Steering_Knuckle_v2,ADI_2,MOLD-6943,C,932,PO-20260425-6943,FURNACE_3,MOLDING_LINE_2,LADLE_2,normal,1429.2973989603856,2026-04-25 10:06:14,2026-04-25 03:35:14,2026-04-25 10:06:14,2026-04-25 23:06:14,2026-04-25
BATCH-20260425-6944,Intake_Manifold_v1,FG260,MOLD-6944,C,5167,PO-20260425-6944,FURNACE_2,MOLDING_LINE_1,LADLE_2,normal,1406.1922667312133,2026-04-25 20:06:57,2026-04-24 18:37:57,2026-04-25 20:06:57,2026-04-25 23:06:57,2026-04-25
BATCH-20260425-6945,Engine_Bracket_v2,FG260,MOLD-6945,A,4995,PO-20260425-6945,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1410.4312322941357,2026-04-25 13:32:29,2026-04-25 01:58:29,2026-04-25 13:32:29,2026-04-25 15:32:29,2026-04-25
BATCH-20260426-6946,Steering_Knuckle_v2,FG250,MOLD-6946,A,2939,PO-20260426-6946,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1424.449699884619,2026-04-26 12:45:36,2026-04-25 12:39:36,2026-04-26 12:45:36,2026-04-27 02:45:36,2026-04-26
BATCH-20260426-6947,Transmission_Housing_v1,A356,MOLD-6947,C,5368,PO-20260426-6947,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1398.5190725572452,2026-04-26 13:25:30,2026-04-26 00:49:30,2026-04-26 13:25:30,2026-04-27 01:25:30,2026-04-26
BATCH-20260426-6948,Transmission_Housing_v2,C45,MOLD-6948,A,2649,PO-20260426-6948,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1439.0084055037312,2026-04-27 01:24:22,2026-04-26 11:47:22,2026-04-27 01:24:22,2026-04-27 10:24:22,2026-04-26
BATCH-20260426-6949,Cylinder_Block_v2,ADI_2,MOLD-6949,B,56,PO-20260426-6949,FURNACE_3,MOLDING_LINE_2,LADLE_1,normal,1471.2477341147005,2026-04-26 23:38:39,2026-04-26 14:51:39,2026-04-26 23:38:39,2026-04-27 07:38:39,2026-04-26
BATCH-20260426-6950,Steering_Knuckle_v2,ADI_2,MOLD-6950,B,6489,PO-20260426-6950,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1432.0115150113002,2026-04-26 17:21:09,2026-04-26 07:34:09,2026-04-26 17:21:09,2026-04-27 00:21:09,2026-04-26
BATCH-20260426-6951,Steering_Knuckle_v2,A356,MOLD-6951,A,6024,PO-20260426-6951,FURNACE_3,MOLDING_LINE_2,LADLE_2,normal,1351.0989701462047,2026-04-26 19:47:09,2026-04-25 23:20:09,2026-04-26 19:47:09,2026-04-27 03:47:09,2026-04-26
BATCH-20260426-6952,Turbo_Housing_v2,6061,MOLD-6952,A,3745,PO-20260426-6952,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1374.8758431436465,2026-04-26 16:38:06,2026-04-25 21:50:06,2026-04-26 16:38:06,2026-04-27 01:38:06,2026-04-26
BATCH-20260426-6953,Transmission_Housing_v2,A380,MOLD-6953,B,821,PO-20260426-6953,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1380.075887792501,2026-04-26 09:13:40,2026-04-25 19:40:40,2026-04-26 09:13:40,2026-04-27 00:13:40,2026-04-26
BATCH-20260426-6954,Steering_Knuckle_v1,A356,MOLD-6954,B,2978,PO-20260426-6954,FURNACE_3,MOLDING_LINE_2,LADLE_1,normal,1363.5301563463927,2026-04-27 00:00:20,2026-04-26 12:16:20,2026-04-27 00:00:20,2026-04-27 10:00:20,2026-04-26
BATCH-20260426-6955,Cylinder_Block_v2,FG260,MOLD-6955,A,6338,PO-20260426-6955,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1416.766362278312,2026-04-26 12:59:25,2026-04-26 04:52:25,2026-04-26 12:59:25,2026-04-26 16:59:25,2026-04-26
BATCH-20260426-6956,Wheel_Hub_v1,FG300,MOLD-6956,A,6606,PO-20260426-6956,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1387.8750472319239,2026-04-27 05:50:02,2026-04-26 14:00:02,2026-04-27 05:50:02,2026-04-27 15:50:02,2026-04-26
BATCH-20260426-6957,Intake_Manifold_v2,ADI_1,MOLD-6957,C,5491,PO-20260426-6957,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1478.09753309309,2026-04-26 20:40:38,2026-04-25 21:16:38,2026-04-26 20:40:38,2026-04-27 01:40:38,2026-04-26
BATCH-20260426-6958,Turbo_Housing_v1,FG250,MOLD-6958,A,5093,PO-20260426-6958,FURNACE_2,MOLDING_LINE_2,LADLE_1,normal,1442.092030691206,2026-04-27 02:55:06,2026-04-26 13:29:06,2026-04-27 02:55:06,2026-04-27 10:55:06,2026-04-26
BATCH-20260426-6959,Cylinder_Block_v2,FG260,MOLD-6959,C,6283,PO-20260426-6959,FURNACE_3,MOLDING_LINE_1,LADLE_2,normal,1395.91205039789,2026-04-26 08:48:14,2026-04-25 17:53:14,2026-04-26 08:48:14,2026-04-26 17:48:14,2026-04-26
BATCH-20260426-6960,Transmission_Housing_v1,ADI_1,MOLD-6960,B,5842,PO-20260426-6960,FURNACE_2,MOLDING_LINE_2,LADLE_1,normal,1454.1050893281545,2026-04-27 05:26:18,2026-04-26 08:13:18,2026-04-27 05:26:18,2026-04-27 08:26:18,2026-04-26
BATCH-20260426-6961,Wheel_Hub_v1,FG300,MOLD-6961,A,1019,PO-20260426-6961,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1407.6890555262114,2026-04-27 03:58:23,2026-04-26 21:49:23,2026-04-27 03:58:23,2026-04-27 16:58:23,2026-04-26
BATCH-20260426-6962,Suspension_Arm_v2,A380,MOLD-6962,A,222,PO-20260426-6962,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1390.5372741582592,2026-04-26 13:18:53,2026-04-25 22:47:53,2026-04-26 13:18:53,2026-04-26 19:18:53,2026-04-26
BATCH-20260426-6963,Cylinder_Block_v2,FG250,MOLD-6963,C,487,PO-20260426-6963,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1429.3600965127162,2026-04-26 23:01:20,2026-04-26 10:56:20,2026-04-26 23:01:20,2026-04-27 07:01:20,2026-04-26
BATCH-20260426-6964,Engine_Bracket_v1,ADI_2,MOLD-6964,B,2784,PO-20260426-6964,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1438.784511444438,2026-04-27 00:23:20,2026-04-26 06:09:20,2026-04-27 00:23:20,2026-04-27 14:23:20,2026-04-26
BATCH-20260426-6965,Steering_Knuckle_v1,A380,MOLD-6965,C,42,PO-20260426-6965,FURNACE_2,MOLDING_LINE_2,LADLE_2,normal,1377.3267988340297,2026-04-27 04:01:33,2026-04-26 15:59:33,2026-04-27 04:01:33,2026-04-27 14:01:33,2026-04-26
BATCH-20260426-6966,Suspension_Arm_v1,A380,MOLD-6966,B,5955,PO-20260426-6966,FURNACE_2,MOLDING_LINE_2,LADLE_1,normal,1353.4429124400217,2026-04-26 12:29:01,2026-04-26 01:34:01,2026-04-26 12:29:01,2026-04-26 23:29:01,2026-04-26
BATCH-20260426-6967,Brake_Drum_v2,6061,MOLD-6967,B,5399,PO-20260426-6967,FURNACE_1,MOLDING_LINE_1,LADLE_1,normal,1365.0268245271475,2026-04-27 01:49:12,2026-04-26 09:07:12,2026-04-27 01:49:12,2026-04-27 09:49:12,2026-04-26
BATCH-20260426-6968,Exhaust_Manifold_v1,6061,MOLD-6968,A,7107,PO-20260426-6968,FURNACE_1,MOLDING_LINE_2,LADLE_2,normal,1359.346911084819,2026-04-26 11:32:49,2026-04-26 02:26:49,2026-04-26 11:32:49,2026-04-27 02:32:49,2026-04-26
BATCH-20260426-6969,Wheel_Hub_v2,ADI_1,MOLD-6969,C,2154,PO-20260426-6969,FURNACE_1,MOLDING_LINE_2,LADLE_1,normal,1431.328124532816,2026-04-27 05:36:36,2026-04-26 11:19:36,2026-04-27 05:36:36,2026-04-27 14:36:36,2026-04-26
BATCH-20260426-6970,Suspension_Arm_v2,A380,MOLD-6970,B,2303,PO-20260426-6970,FURNACE_1,MOLDING_LINE_2,LADLE_1,normal,1381.129313447292,2026-04-26 20:49:40,2026-04-25 22:49:40,2026-04-26 20:49:40,2026-04-27 00:49:40,2026-04-26
BATCH-20260426-6971,Brake_Drum_v2,A356,MOLD-6971,A,969,PO-20260426-6971,FURNACE_1,MOLDING_LINE_2,LADLE_2,normal,1365.245631530241,2026-04-27 02:31:34,2026-04-26 18:03:34,2026-04-27 02:31:34,2026-04-27 06:31:34,2026-04-26
BATCH-20260426-6972,Cylinder_Block_v2,A380,MOLD-6972,A,47,PO-20260426-6972,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1381.2964068816495,2026-04-26 19:52:05,2026-04-26 08:43:05,2026-04-26 19:52:05,2026-04-27 03:52:05,2026-04-26
BATCH-20260426-6973,Cylinder_Block_v2,A380,MOLD-6973,A,5123,PO-20260426-6973,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1380.5116343496745,2026-04-27 02:14:15,2026-04-26 11:10:15,2026-04-27 02:14:15,2026-04-27 06:14:15,2026-04-26
BATCH-20260426-6974,Steering_Knuckle_v2,C45,MOLD-6974,C,7942,PO-20260426-6974,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1440.319916502483,2026-04-26 22:22:30,2026-04-26 15:22:30,2026-04-26 22:22:30,2026-04-27 07:22:30,2026-04-26
BATCH-20260426-6975,Intake_Manifold_v1,ADI_1,MOLD-6975,C,927,PO-20260426-6975,FURNACE_1,MOLDING_LINE_1,LADLE_2,normal,1441.0861973788026,2026-04-26 07:46:20,2026-04-25 14:14:20,2026-04-26 07:46:20,2026-04-26 16:46:20,2026-04-26
BATCH-20260426-6976,Turbo_Housing_v1,A380,MOLD-6976,C,497,PO-20260426-6976,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1362.1804938414637,2026-04-26 15:56:39,2026-04-26 01:43:39,2026-04-26 15:56:39,2026-04-27 00:56:39,2026-04-26
BATCH-20260426-6977,Suspension_Arm_v2,ADI_1,MOLD-6977,C,5636,PO-20260426-6977,FURNACE_1,MOLDING_LINE_3,LADLE_1,normal,1439.1507182774437,2026-04-26 11:30:05,2026-04-26 02:00:05,2026-04-26 11:30:05,2026-04-26 14:30:05,2026-04-26
BATCH-20260426-6978,Brake_Drum_v2,ADI_2,MOLD-6978,C,35,PO-20260426-6978,FURNACE_2,MOLDING_LINE_2,LADLE_2,normal,1420.5664488821446,2026-04-27 05:48:35,2026-04-26 14:52:35,2026-04-27 05:48:35,2026-04-27 08:48:35,2026-04-26
BATCH-20260426-6979,Suspension_Arm_v1,C25,MOLD-6979,A,4332,PO-20260426-6979,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1455.0302636806978,2026-04-27 05:37:53,2026-04-26 15:29:53,2026-04-27 05:37:53,2026-04-27 10:37:53,2026-04-26
BATCH-20260426-6980,Exhaust_Manifold_v1,ADI_2,MOLD-6980,A,2863,PO-20260426-6980,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1422.1854134110272,2026-04-26 23:36:20,2026-04-26 12:00:20,2026-04-26 23:36:20,2026-04-27 07:36:20,2026-04-26
BATCH-20260426-6981,Intake_Manifold_v2,FG300,MOLD-6981,B,6711,PO-20260426-6981,FURNACE_3,MOLDING_LINE_1,LADLE_1,normal,1395.8735584127514,2026-04-27 00:33:05,2026-04-26 13:51:05,2026-04-27 00:33:05,2026-04-27 07:33:05,2026-04-26
BATCH-20260426-6982,Brake_Drum_v2,C45,MOLD-6982,C,6345,PO-20260426-6982,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1459.5488542919422,2026-04-26 11:14:25,2026-04-25 17:29:25,2026-04-26 11:14:25,2026-04-26 19:14:25,2026-04-26
BATCH-20260426-6983,Brake_Drum_v2,ADI_1,MOLD-6983,A,401,PO-20260426-6983,FURNACE_2,MOLDING_LINE_1,LADLE_1,normal,1438.9094306851243,2026-04-26 19:14:01,2026-04-26 05:08:01,2026-04-26 19:14:01,2026-04-27 01:14:01,2026-04-26
BATCH-20260426-6984,Suspension_Arm_v2,ADI_2,MOLD-6984,B,702,PO-20260426-6984,FURNACE_3,MOLDING_LINE_2,LADLE_1,normal,1477.1735710623016,2026-04-26 12:15:27,2026-04-26 01:07:27,2026-04-26 12:15:27,2026-04-27 02:15:27,2026-04-26
BATCH-20260426-6985,Suspension_Arm_v1,FG250,MOLD-6985,A,4911,PO-20260426-6985,FURNACE_3,MOLDING_LINE_2,LADLE_2,normal,1442.139915147998,2026-04-27 02:42:21,2026-04-26 11:03:21,2026-04-27 02:42:21,2026-04-27 07:42:21,2026-04-26
BATCH-20260426-6986,Steering_Knuckle_v1,ADI_2,MOLD-6986,A,3861,PO-20260426-6986,FURNACE_2,MOLDING_LINE_3,LADLE_2,normal,1479.755546552169,2026-04-27 00:19:39,2026-04-26 01:38:39,2026-04-27 00:19:39,2026-04-27 09:19:39,2026-04-26
BATCH-20260426-6987,Intake_Manifold_v2,A380,MOLD-6987,C,7229,PO-20260426-6987,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1386.9115690697226,2026-04-27 06:16:21,2026-04-26 04:28:21,2026-04-27 06:16:21,2026-04-27 20:16:21,2026-04-26
BATCH-20260426-6988,Cylinder_Block_v1,FG300,MOLD-6988,A,2477,PO-20260426-6988,FURNACE_1,MOLDING_LINE_2,LADLE_1,normal,1388.4934839183547,2026-04-27 05:11:28,2026-04-26 05:39:28,2026-04-27 05:11:28,2026-04-27 09:11:28,2026-04-26
BATCH-20260426-6989,Steering_Knuckle_v1,FG260,MOLD-6989,A,1734,PO-20260426-6989,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1397.0680976296883,2026-04-27 02:43:27,2026-04-26 18:40:27,2026-04-27 02:43:27,2026-04-27 10:43:27,2026-04-26
BATCH-20260426-6990,Transmission_Housing_v2,C45,MOLD-6990,A,4975,PO-20260426-6990,FURNACE_1,MOLDING_LINE_2,LADLE_1,normal,1464.6586903685838,2026-04-27 03:00:48,2026-04-26 08:03:48,2026-04-27 03:00:48,2026-04-27 15:00:48,2026-04-26
BATCH-20260426-6991,Brake_Drum_v1,6061,MOLD-6991,B,7298,PO-20260426-6991,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1391.8849310658532,2026-04-26 13:44:59,2026-04-25 18:09:59,2026-04-26 13:44:59,2026-04-26 19:44:59,2026-04-26
BATCH-20260426-6992,Cylinder_Block_v3,A380,MOLD-6992,B,5027,PO-20260426-6992,FURNACE_1,MOLDING_LINE_3,LADLE_2,normal,1351.2709152802113,2026-04-26 11:42:48,2026-04-26 05:49:48,2026-04-26 11:42:48,2026-04-26 13:42:48,2026-04-26
BATCH-20260426-6993,Steering_Knuckle_v1,C25,MOLD-6993,A,6904,PO-20260426-6993,FURNACE_2,MOLDING_LINE_3,LADLE_1,normal,1436.594033350627,2026-04-26 23:46:42,2026-04-26 07:02:42,2026-04-26 23:46:42,2026-04-27 02:46:42,2026-04-26
BATCH-20260426-6994,Steering_Knuckle_v1,FG300,MOLD-6994,A,3079,PO-20260426-6994,FURNACE_3,MOLDING_LINE_3,LADLE_1,normal,1391.8725509196934,2026-04-27 01:03:31,2026-04-26 02:20:31,2026-04-27 01:03:31,2026-04-27 07:03:31,2026-04-26
BATCH-20260426-6995,Wheel_Hub_v1,FG250,MOLD-6995,A,5483,PO-20260426-6995,FURNACE_3,MOLDING_LINE_2,LADLE_2,normal,1431.2060713798928,2026-04-26 11:58:20,2026-04-25 23:20:20,2026-04-26 11:58:20,2026-04-26 21:58:20,2026-04-26
BATCH-20260426-6996,Wheel_Hub_v2,6061,MOLD-6996,C,1874,PO-20260426-6996,FURNACE_2,MOLDING_LINE_2,LADLE_1,normal,1353.6991404918797,2026-04-26 10:39:42,2026-04-25 18:52:42,2026-04-26 10:39:42,2026-04-26 21:39:42,2026-04-26
